 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 500295 Chapadão do Sul
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1086;1037;2123
"De 5 a 9 anos";1078;998;2076
"De 10 a 14 anos";1100;952;2052
"De 15 a 19 anos";1178;1054;2232
"De 20 a 24 anos";1345;1173;2518
"De 25 a 29 anos";1302;1117;2419
"De 30 a 34 anos";1160;1106;2266
"De 35 a 39 anos";1170;1098;2268
"De 40 a 44 anos";944;895;1839
"De 45 a 49 anos";764;739;1503
"De 50 a 54 anos";707;719;1426
"De 55 a 59 anos";538;547;1085
"De 60 a 64 anos";379;404;783
"De 65 a 69 anos";260;286;546
"De 70 a 74 anos";156;194;350
"De 75 a 79 anos";82;102;184
"De 80 anos ou mais";71;124;195
"Total";13320;12545;25865
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

