 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320090 Barra de São Francisco
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1628;1507;3135
"De 5 a 9 anos";1636;1562;3198
"De 10 a 14 anos";1834;1786;3620
"De 15 a 19 anos";1800;1659;3459
"De 20 a 24 anos";1809;1798;3607
"De 25 a 29 anos";1794;1734;3528
"De 30 a 34 anos";1656;1641;3297
"De 35 a 39 anos";1544;1544;3088
"De 40 a 44 anos";1462;1459;2921
"De 45 a 49 anos";1359;1364;2723
"De 50 a 54 anos";1173;1145;2318
"De 55 a 59 anos";970;975;1945
"De 60 a 64 anos";711;769;1480
"De 65 a 69 anos";555;633;1188
"De 70 a 74 anos";434;524;958
"De 75 a 79 anos";328;357;685
"De 80 anos ou mais";377;397;774
"Total";21070;20854;41924
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

