 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520920 Guapó
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";721;793;1514
"De 5 a 9 anos";713;767;1480
"De 10 a 14 anos";664;735;1399
"De 15 a 19 anos";739;647;1386
"De 20 a 24 anos";686;603;1289
"De 25 a 29 anos";631;654;1285
"De 30 a 34 anos";600;568;1168
"De 35 a 39 anos";497;461;958
"De 40 a 44 anos";381;407;788
"De 45 a 49 anos";371;345;716
"De 50 a 54 anos";322;300;622
"De 55 a 59 anos";254;249;503
"De 60 a 64 anos";193;183;376
"De 65 a 69 anos";163;150;313
"De 70 a 74 anos";113;110;223
"De 75 a 79 anos";60;65;125
"De 80 anos ou mais";52;49;101
"Total";7160;7086;14246
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

