 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330360 Paracambi
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1746;1561;3307
"De 5 a 9 anos";1850;1756;3606
"De 10 a 14 anos";1828;1793;3621
"De 15 a 19 anos";1887;1823;3710
"De 20 a 24 anos";1808;1785;3593
"De 25 a 29 anos";1718;1724;3442
"De 30 a 34 anos";1717;1791;3508
"De 35 a 39 anos";1711;1868;3579
"De 40 a 44 anos";1526;1614;3140
"De 45 a 49 anos";1296;1317;2613
"De 50 a 54 anos";1064;1107;2171
"De 55 a 59 anos";827;854;1681
"De 60 a 64 anos";682;734;1416
"De 65 a 69 anos";500;578;1078
"De 70 a 74 anos";346;456;802
"De 75 a 79 anos";230;363;593
"De 80 anos ou mais";109;217;326
"Total";20845;21341;42186
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

