 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 313590 Jesuânia
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";142;142;284
"De 5 a 9 anos";217;197;414
"De 10 a 14 anos";219;226;445
"De 15 a 19 anos";238;192;430
"De 20 a 24 anos";233;192;425
"De 25 a 29 anos";201;186;387
"De 30 a 34 anos";190;165;355
"De 35 a 39 anos";159;183;342
"De 40 a 44 anos";175;176;351
"De 45 a 49 anos";178;154;332
"De 50 a 54 anos";142;135;277
"De 55 a 59 anos";125;113;238
"De 60 a 64 anos";95;86;181
"De 65 a 69 anos";82;64;146
"De 70 a 74 anos";61;53;114
"De 75 a 79 anos";43;40;83
"De 80 anos ou mais";40;43;83
"Total";2540;2347;4887
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

