 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 310375 Araporã
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";262;249;511
"De 5 a 9 anos";253;233;486
"De 10 a 14 anos";282;259;541
"De 15 a 19 anos";306;290;596
"De 20 a 24 anos";308;288;596
"De 25 a 29 anos";302;277;579
"De 30 a 34 anos";280;287;567
"De 35 a 39 anos";253;249;502
"De 40 a 44 anos";223;233;456
"De 45 a 49 anos";169;199;368
"De 50 a 54 anos";137;156;293
"De 55 a 59 anos";120;129;249
"De 60 a 64 anos";115;98;213
"De 65 a 69 anos";91;72;163
"De 70 a 74 anos";64;53;117
"De 75 a 79 anos";45;41;86
"De 80 anos ou mais";32;42;74
"Total";3242;3155;6397
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

