 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 270130 Cajueiro
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";976;934;1910
"De 5 a 9 anos";1046;986;2032
"De 10 a 14 anos";1221;1111;2332
"De 15 a 19 anos";1146;1169;2315
"De 20 a 24 anos";914;1001;1915
"De 25 a 29 anos";838;937;1775
"De 30 a 34 anos";898;880;1778
"De 35 a 39 anos";659;706;1365
"De 40 a 44 anos";554;612;1166
"De 45 a 49 anos";492;548;1040
"De 50 a 54 anos";392;451;843
"De 55 a 59 anos";321;368;689
"De 60 a 64 anos";255;333;588
"De 65 a 69 anos";206;229;435
"De 70 a 74 anos";143;204;347
"De 75 a 79 anos";100;116;216
"De 80 anos ou mais";113;130;243
"Total";10274;10715;20989
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

