 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280430 Muribeca
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";294;278;572
"De 5 a 9 anos";321;306;627
"De 10 a 14 anos";357;338;695
"De 15 a 19 anos";395;358;753
"De 20 a 24 anos";376;362;738
"De 25 a 29 anos";355;338;693
"De 30 a 34 anos";321;301;622
"De 35 a 39 anos";272;274;546
"De 40 a 44 anos";235;242;477
"De 45 a 49 anos";199;206;405
"De 50 a 54 anos";159;191;350
"De 55 a 59 anos";141;151;292
"De 60 a 64 anos";115;122;237
"De 65 a 69 anos";86;100;186
"De 70 a 74 anos";60;80;140
"De 75 a 79 anos";46;54;100
"De 80 anos ou mais";44;57;101
"Total";3776;3758;7534
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

