 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 315470 Ribeirão Vermelho
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";111;106;217
"De 5 a 9 anos";115;109;224
"De 10 a 14 anos";112;122;234
"De 15 a 19 anos";128;126;254
"De 20 a 24 anos";124;155;279
"De 25 a 29 anos";146;142;288
"De 30 a 34 anos";154;153;307
"De 35 a 39 anos";159;169;328
"De 40 a 44 anos";143;146;289
"De 45 a 49 anos";112;119;231
"De 50 a 54 anos";101;125;226
"De 55 a 59 anos";124;142;266
"De 60 a 64 anos";152;147;299
"De 65 a 69 anos";99;112;211
"De 70 a 74 anos";60;68;128
"De 75 a 79 anos";46;49;95
"De 80 anos ou mais";69;102;171
"Total";1955;2092;4047
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

