 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210920 Presidente Juscelino
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";747;675;1422
"De 5 a 9 anos";831;735;1566
"De 10 a 14 anos";779;726;1505
"De 15 a 19 anos";739;689;1428
"De 20 a 24 anos";628;561;1189
"De 25 a 29 anos";519;465;984
"De 30 a 34 anos";392;377;769
"De 35 a 39 anos";311;289;600
"De 40 a 44 anos";264;255;519
"De 45 a 49 anos";227;232;459
"De 50 a 54 anos";201;182;383
"De 55 a 59 anos";166;155;321
"De 60 a 64 anos";122;135;257
"De 65 a 69 anos";97;96;193
"De 70 a 74 anos";79;74;153
"De 75 a 79 anos";67;51;118
"De 80 anos ou mais";74;70;144
"Total";6243;5767;12010
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

