 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230800 Massapê
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1616;1560;3176
"De 5 a 9 anos";2104;2076;4180
"De 10 a 14 anos";2080;1946;4026
"De 15 a 19 anos";1970;1894;3864
"De 20 a 24 anos";1526;1515;3041
"De 25 a 29 anos";1267;1235;2502
"De 30 a 34 anos";1065;1098;2163
"De 35 a 39 anos";985;1029;2014
"De 40 a 44 anos";822;822;1644
"De 45 a 49 anos";620;700;1320
"De 50 a 54 anos";496;612;1108
"De 55 a 59 anos";484;565;1049
"De 60 a 64 anos";389;426;815
"De 65 a 69 anos";397;421;818
"De 70 a 74 anos";262;341;603
"De 75 a 79 anos";209;228;437
"De 80 anos ou mais";278;272;550
"Total";16570;16740;33310
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

