 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312050 Cristina
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";356;355;711
"De 5 a 9 anos";449;396;845
"De 10 a 14 anos";467;437;904
"De 15 a 19 anos";481;456;937
"De 20 a 24 anos";468;441;909
"De 25 a 29 anos";417;395;812
"De 30 a 34 anos";412;368;780
"De 35 a 39 anos";394;380;774
"De 40 a 44 anos";394;381;775
"De 45 a 49 anos";351;307;658
"De 50 a 54 anos";292;253;545
"De 55 a 59 anos";244;227;471
"De 60 a 64 anos";195;214;409
"De 65 a 69 anos";162;165;327
"De 70 a 74 anos";120;134;254
"De 75 a 79 anos";76;104;180
"De 80 anos ou mais";70;89;159
"Total";5348;5102;10450
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

