 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 315217 Ponto dos Volantes
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";599;577;1176
"De 5 a 9 anos";557;506;1063
"De 10 a 14 anos";525;434;959
"De 15 a 19 anos";526;481;1007
"De 20 a 24 anos";522;518;1040
"De 25 a 29 anos";473;434;907
"De 30 a 34 anos";423;404;827
"De 35 a 39 anos";404;391;795
"De 40 a 44 anos";372;356;728
"De 45 a 49 anos";353;313;666
"De 50 a 54 anos";320;288;608
"De 55 a 59 anos";286;236;522
"De 60 a 64 anos";225;226;451
"De 65 a 69 anos";183;205;388
"De 70 a 74 anos";160;177;337
"De 75 a 79 anos";130;142;272
"De 80 anos ou mais";134;181;315
"Total";6192;5869;12061
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

