 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354700 Santa Maria da Serra
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";261;249;510
"De 5 a 9 anos";242;232;474
"De 10 a 14 anos";217;236;453
"De 15 a 19 anos";215;240;455
"De 20 a 24 anos";220;245;465
"De 25 a 29 anos";264;254;518
"De 30 a 34 anos";289;247;536
"De 35 a 39 anos";262;227;489
"De 40 a 44 anos";201;191;392
"De 45 a 49 anos";180;196;376
"De 50 a 54 anos";183;180;363
"De 55 a 59 anos";179;172;351
"De 60 a 64 anos";135;121;256
"De 65 a 69 anos";94;90;184
"De 70 a 74 anos";62;65;127
"De 75 a 79 anos";51;56;107
"De 80 anos ou mais";52;65;117
"Total";3107;3066;6173
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

