 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150655 Santa Luzia do Pará
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1004;962;1966
"De 5 a 9 anos";1093;1079;2172
"De 10 a 14 anos";1197;1124;2321
"De 15 a 19 anos";1139;1080;2219
"De 20 a 24 anos";983;967;1950
"De 25 a 29 anos";866;865;1731
"De 30 a 34 anos";712;731;1443
"De 35 a 39 anos";612;614;1226
"De 40 a 44 anos";524;498;1022
"De 45 a 49 anos";428;416;844
"De 50 a 54 anos";368;362;730
"De 55 a 59 anos";305;307;612
"De 60 a 64 anos";242;234;476
"De 65 a 69 anos";209;187;396
"De 70 a 74 anos";163;157;320
"De 75 a 79 anos";124;104;228
"De 80 anos ou mais";118;106;224
"Total";10087;9793;19880
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

