 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521490 Nova Roma
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";163;173;336
"De 5 a 9 anos";156;148;304
"De 10 a 14 anos";179;164;343
"De 15 a 19 anos";171;147;318
"De 20 a 24 anos";157;152;309
"De 25 a 29 anos";122;117;239
"De 30 a 34 anos";122;110;232
"De 35 a 39 anos";117;105;222
"De 40 a 44 anos";134;112;246
"De 45 a 49 anos";126;111;237
"De 50 a 54 anos";104;91;195
"De 55 a 59 anos";95;83;178
"De 60 a 64 anos";72;61;133
"De 65 a 69 anos";57;51;108
"De 70 a 74 anos";43;39;82
"De 75 a 79 anos";27;26;53
"De 80 anos ou mais";25;26;51
"Total";1870;1716;3586
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

