 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210310 Cedral
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";453;417;870
"De 5 a 9 anos";555;489;1044
"De 10 a 14 anos";563;468;1031
"De 15 a 19 anos";523;485;1008
"De 20 a 24 anos";499;471;970
"De 25 a 29 anos";476;435;911
"De 30 a 34 anos";442;415;857
"De 35 a 39 anos";377;353;730
"De 40 a 44 anos";313;291;604
"De 45 a 49 anos";294;264;558
"De 50 a 54 anos";248;224;472
"De 55 a 59 anos";201;184;385
"De 60 a 64 anos";163;141;304
"De 65 a 69 anos";123;121;244
"De 70 a 74 anos";104;113;217
"De 75 a 79 anos";85;85;170
"De 80 anos ou mais";82;93;175
"Total";5501;5049;10550
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

