 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 241010 Poço Branco
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";693;679;1372
"De 5 a 9 anos";791;800;1591
"De 10 a 14 anos";792;782;1574
"De 15 a 19 anos";815;766;1581
"De 20 a 24 anos";717;639;1356
"De 25 a 29 anos";534;501;1035
"De 30 a 34 anos";446;410;856
"De 35 a 39 anos";377;347;724
"De 40 a 44 anos";303;312;615
"De 45 a 49 anos";222;251;473
"De 50 a 54 anos";213;227;440
"De 55 a 59 anos";206;211;417
"De 60 a 64 anos";166;171;337
"De 65 a 69 anos";143;137;280
"De 70 a 74 anos";97;124;221
"De 75 a 79 anos";91;111;202
"De 80 anos ou mais";130;103;233
"Total";6736;6571;13307
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

