 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314330 Montes Claros
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";15325;14796;30121
"De 5 a 9 anos";16288;16135;32423
"De 10 a 14 anos";16709;16926;33635
"De 15 a 19 anos";18080;18605;36685
"De 20 a 24 anos";17078;18186;35264
"De 25 a 29 anos";14379;15701;30080
"De 30 a 34 anos";12137;13483;25620
"De 35 a 39 anos";11255;12517;23772
"De 40 a 44 anos";9971;10959;20930
"De 45 a 49 anos";8203;9071;17274
"De 50 a 54 anos";6509;7290;13799
"De 55 a 59 anos";5067;5557;10624
"De 60 a 64 anos";3703;4313;8016
"De 65 a 69 anos";2811;3416;6227
"De 70 a 74 anos";1838;2394;4232
"De 75 a 79 anos";1216;1721;2937
"De 80 anos ou mais";902;1614;2516
"Total";161471;172684;334155
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

