 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510850 Vera
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";478;466;944
"De 5 a 9 anos";505;507;1012
"De 10 a 14 anos";575;533;1108
"De 15 a 19 anos";519;478;997
"De 20 a 24 anos";434;447;881
"De 25 a 29 anos";465;435;900
"De 30 a 34 anos";441;429;870
"De 35 a 39 anos";403;392;795
"De 40 a 44 anos";400;344;744
"De 45 a 49 anos";361;305;666
"De 50 a 54 anos";278;242;520
"De 55 a 59 anos";216;179;395
"De 60 a 64 anos";145;127;272
"De 65 a 69 anos";107;96;203
"De 70 a 74 anos";62;60;122
"De 75 a 79 anos";52;33;85
"De 80 anos ou mais";28;21;49
"Total";5469;5094;10563
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

