 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314460 Nepomuceno
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";855;816;1671
"De 5 a 9 anos";860;803;1663
"De 10 a 14 anos";897;855;1752
"De 15 a 19 anos";989;949;1938
"De 20 a 24 anos";1067;1024;2091
"De 25 a 29 anos";1029;1031;2060
"De 30 a 34 anos";1017;1034;2051
"De 35 a 39 anos";1038;1021;2059
"De 40 a 44 anos";949;939;1888
"De 45 a 49 anos";808;849;1657
"De 50 a 54 anos";795;836;1631
"De 55 a 59 anos";786;810;1596
"De 60 a 64 anos";733;730;1463
"De 65 a 69 anos";584;557;1141
"De 70 a 74 anos";397;394;791
"De 75 a 79 anos";256;287;543
"De 80 anos ou mais";298;416;714
"Total";13358;13351;26709
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

