 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 351310 Cravinhos
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1225;1169;2394
"De 5 a 9 anos";1190;1145;2335
"De 10 a 14 anos";1180;1160;2340
"De 15 a 19 anos";1295;1269;2564
"De 20 a 24 anos";1430;1343;2773
"De 25 a 29 anos";1495;1390;2885
"De 30 a 34 anos";1562;1429;2991
"De 35 a 39 anos";1446;1362;2808
"De 40 a 44 anos";1243;1247;2490
"De 45 a 49 anos";1130;1165;2295
"De 50 a 54 anos";1039;1093;2132
"De 55 a 59 anos";963;996;1959
"De 60 a 64 anos";787;883;1670
"De 65 a 69 anos";572;628;1200
"De 70 a 74 anos";393;457;850
"De 75 a 79 anos";248;338;586
"De 80 anos ou mais";274;452;726
"Total";17472;17526;34998
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

