 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 315850 Santana de Pirapama
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";356;332;688
"De 5 a 9 anos";404;384;788
"De 10 a 14 anos";406;388;794
"De 15 a 19 anos";439;394;833
"De 20 a 24 anos";413;361;774
"De 25 a 29 anos";354;301;655
"De 30 a 34 anos";312;259;571
"De 35 a 39 anos";302;253;555
"De 40 a 44 anos";278;239;517
"De 45 a 49 anos";247;214;461
"De 50 a 54 anos";213;203;416
"De 55 a 59 anos";185;179;364
"De 60 a 64 anos";170;157;327
"De 65 a 69 anos";155;148;303
"De 70 a 74 anos";114;113;227
"De 75 a 79 anos";89;88;177
"De 80 anos ou mais";66;77;143
"Total";4503;4090;8593
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

