 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291995 Maetinga
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";87;83;170
"De 5 a 9 anos";96;90;186
"De 10 a 14 anos";119;99;218
"De 15 a 19 anos";140;112;252
"De 20 a 24 anos";120;113;233
"De 25 a 29 anos";108;104;212
"De 30 a 34 anos";103;103;206
"De 35 a 39 anos";112;126;238
"De 40 a 44 anos";97;103;200
"De 45 a 49 anos";99;93;192
"De 50 a 54 anos";105;93;198
"De 55 a 59 anos";90;87;177
"De 60 a 64 anos";79;82;161
"De 65 a 69 anos";77;76;153
"De 70 a 74 anos";65;72;137
"De 75 a 79 anos";45;55;100
"De 80 anos ou mais";56;72;128
"Total";1598;1563;3161
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

