 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230940 Novo Oriente
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1108;1110;2218
"De 5 a 9 anos";1346;1345;2691
"De 10 a 14 anos";1554;1566;3120
"De 15 a 19 anos";1464;1395;2859
"De 20 a 24 anos";1179;1160;2339
"De 25 a 29 anos";949;1023;1972
"De 30 a 34 anos";910;969;1879
"De 35 a 39 anos";860;890;1750
"De 40 a 44 anos";850;925;1775
"De 45 a 49 anos";736;827;1563
"De 50 a 54 anos";586;667;1253
"De 55 a 59 anos";516;558;1074
"De 60 a 64 anos";451;463;914
"De 65 a 69 anos";360;373;733
"De 70 a 74 anos";312;313;625
"De 75 a 79 anos";219;214;433
"De 80 anos ou mais";316;279;595
"Total";13716;14077;27793
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

