 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320517 Vila Valério
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";540;472;1012
"De 5 a 9 anos";615;600;1215
"De 10 a 14 anos";608;606;1214
"De 15 a 19 anos";656;600;1256
"De 20 a 24 anos";682;615;1297
"De 25 a 29 anos";660;549;1209
"De 30 a 34 anos";673;560;1233
"De 35 a 39 anos";560;508;1068
"De 40 a 44 anos";519;488;1007
"De 45 a 49 anos";482;423;905
"De 50 a 54 anos";405;352;757
"De 55 a 59 anos";322;312;634
"De 60 a 64 anos";238;198;436
"De 65 a 69 anos";143;145;288
"De 70 a 74 anos";98;125;223
"De 75 a 79 anos";93;107;200
"De 80 anos ou mais";83;112;195
"Total";7377;6772;14149
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

