 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 110094 Cujubim
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1327;1268;2595
"De 5 a 9 anos";1186;1117;2303
"De 10 a 14 anos";1161;1088;2249
"De 15 a 19 anos";1252;1283;2535
"De 20 a 24 anos";1174;1231;2405
"De 25 a 29 anos";1082;1100;2182
"De 30 a 34 anos";999;976;1975
"De 35 a 39 anos";1109;1055;2164
"De 40 a 44 anos";914;870;1784
"De 45 a 49 anos";788;659;1447
"De 50 a 54 anos";732;498;1230
"De 55 a 59 anos";485;378;863
"De 60 a 64 anos";355;264;619
"De 65 a 69 anos";244;167;411
"De 70 a 74 anos";133;105;238
"De 75 a 79 anos";74;51;125
"De 80 anos ou mais";52;38;90
"Total";13067;12148;25215
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

