 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 241400 Tangará
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";670;643;1313
"De 5 a 9 anos";704;619;1323
"De 10 a 14 anos";731;659;1390
"De 15 a 19 anos";706;725;1431
"De 20 a 24 anos";753;719;1472
"De 25 a 29 anos";698;646;1344
"De 30 a 34 anos";658;589;1247
"De 35 a 39 anos";507;522;1029
"De 40 a 44 anos";460;452;912
"De 45 a 49 anos";399;394;793
"De 50 a 54 anos";345;402;747
"De 55 a 59 anos";273;308;581
"De 60 a 64 anos";226;232;458
"De 65 a 69 anos";196;213;409
"De 70 a 74 anos";126;177;303
"De 75 a 79 anos";128;134;262
"De 80 anos ou mais";124;171;295
"Total";7704;7605;15309
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

