 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430210 Bento Gonçalves
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";3005;2877;5882
"De 5 a 9 anos";3119;3032;6151
"De 10 a 14 anos";3617;3580;7197
"De 15 a 19 anos";4176;4178;8354
"De 20 a 24 anos";4603;4580;9183
"De 25 a 29 anos";5247;5091;10338
"De 30 a 34 anos";5165;4981;10146
"De 35 a 39 anos";4296;4251;8547
"De 40 a 44 anos";3870;3937;7807
"De 45 a 49 anos";3945;4140;8085
"De 50 a 54 anos";3718;4035;7753
"De 55 a 59 anos";3029;3396;6425
"De 60 a 64 anos";2385;2666;5051
"De 65 a 69 anos";1748;2000;3748
"De 70 a 74 anos";1121;1441;2562
"De 75 a 79 anos";745;1104;1849
"De 80 anos ou mais";733;1483;2216
"Total";54522;56772;111294
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

