 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430240 Bom Retiro do Sul
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";405;384;789
"De 5 a 9 anos";449;422;871
"De 10 a 14 anos";514;462;976
"De 15 a 19 anos";517;477;994
"De 20 a 24 anos";542;502;1044
"De 25 a 29 anos";410;445;855
"De 30 a 34 anos";413;389;802
"De 35 a 39 anos";409;443;852
"De 40 a 44 anos";428;455;883
"De 45 a 49 anos";413;414;827
"De 50 a 54 anos";330;343;673
"De 55 a 59 anos";276;272;548
"De 60 a 64 anos";197;218;415
"De 65 a 69 anos";156;192;348
"De 70 a 74 anos";107;159;266
"De 75 a 79 anos";65;97;162
"De 80 anos ou mais";64;123;187
"Total";5695;5797;11492
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

