 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510760 Rondonópolis
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";8609;8236;16845
"De 5 a 9 anos";8849;8533;17382
"De 10 a 14 anos";8412;7976;16388
"De 15 a 19 anos";9098;8495;17593
"De 20 a 24 anos";9547;9546;19093
"De 25 a 29 anos";10286;9861;20147
"De 30 a 34 anos";10101;9508;19609
"De 35 a 39 anos";9235;9273;18508
"De 40 a 44 anos";8085;8131;16216
"De 45 a 49 anos";7134;7335;14469
"De 50 a 54 anos";5801;5992;11793
"De 55 a 59 anos";4589;4837;9426
"De 60 a 64 anos";3481;3599;7080
"De 65 a 69 anos";2448;2619;5067
"De 70 a 74 anos";1653;1831;3484
"De 75 a 79 anos";1162;1230;2392
"De 80 anos ou mais";1132;1252;2384
"Total";109622;108254;217876
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

