 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 316670 Serra dos Aimorés
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";352;364;716
"De 5 a 9 anos";415;404;819
"De 10 a 14 anos";424;391;815
"De 15 a 19 anos";382;354;736
"De 20 a 24 anos";369;339;708
"De 25 a 29 anos";360;339;699
"De 30 a 34 anos";301;304;605
"De 35 a 39 anos";275;263;538
"De 40 a 44 anos";280;259;539
"De 45 a 49 anos";230;236;466
"De 50 a 54 anos";211;217;428
"De 55 a 59 anos";164;195;359
"De 60 a 64 anos";123;157;280
"De 65 a 69 anos";117;141;258
"De 70 a 74 anos";94;133;227
"De 75 a 79 anos";74;91;165
"De 80 anos ou mais";81;114;195
"Total";4252;4301;8553
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

