 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150700 Santo Antônio do Tauá
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1426;1343;2769
"De 5 a 9 anos";1448;1392;2840
"De 10 a 14 anos";1545;1551;3096
"De 15 a 19 anos";1524;1469;2993
"De 20 a 24 anos";1296;1264;2560
"De 25 a 29 anos";1182;1172;2354
"De 30 a 34 anos";1067;1093;2160
"De 35 a 39 anos";874;867;1741
"De 40 a 44 anos";672;728;1400
"De 45 a 49 anos";618;557;1175
"De 50 a 54 anos";525;544;1069
"De 55 a 59 anos";457;424;881
"De 60 a 64 anos";363;343;706
"De 65 a 69 anos";330;318;648
"De 70 a 74 anos";200;192;392
"De 75 a 79 anos";127;139;266
"De 80 anos ou mais";113;151;264
"Total";13767;13547;27314
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

