 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260140 Barreiros
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1880;1816;3696
"De 5 a 9 anos";1970;1955;3925
"De 10 a 14 anos";2107;2011;4118
"De 15 a 19 anos";2038;2110;4148
"De 20 a 24 anos";1903;1926;3829
"De 25 a 29 anos";1698;1881;3579
"De 30 a 34 anos";1645;1768;3413
"De 35 a 39 anos";1447;1596;3043
"De 40 a 44 anos";1192;1378;2570
"De 45 a 49 anos";1112;1210;2322
"De 50 a 54 anos";937;1046;1983
"De 55 a 59 anos";709;810;1519
"De 60 a 64 anos";547;665;1212
"De 65 a 69 anos";456;471;927
"De 70 a 74 anos";372;410;782
"De 75 a 79 anos";257;287;544
"De 80 anos ou mais";251;261;512
"Total";20521;21601;42122
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

