 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150445 Medicilândia
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1394;1322;2716
"De 5 a 9 anos";1589;1421;3010
"De 10 a 14 anos";1670;1444;3114
"De 15 a 19 anos";1595;1425;3020
"De 20 a 24 anos";1513;1335;2848
"De 25 a 29 anos";1445;1211;2656
"De 30 a 34 anos";1325;1128;2453
"De 35 a 39 anos";1150;944;2094
"De 40 a 44 anos";979;766;1745
"De 45 a 49 anos";875;640;1515
"De 50 a 54 anos";702;504;1206
"De 55 a 59 anos";556;399;955
"De 60 a 64 anos";411;283;694
"De 65 a 69 anos";294;195;489
"De 70 a 74 anos";210;132;342
"De 75 a 79 anos";124;76;200
"De 80 anos ou mais";106;75;181
"Total";15938;13300;29238
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

