 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150549 Palestina do Pará
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";351;335;686
"De 5 a 9 anos";350;333;683
"De 10 a 14 anos";365;339;704
"De 15 a 19 anos";350;320;670
"De 20 a 24 anos";306;336;642
"De 25 a 29 anos";330;331;661
"De 30 a 34 anos";276;288;564
"De 35 a 39 anos";283;276;559
"De 40 a 44 anos";256;248;504
"De 45 a 49 anos";209;206;415
"De 50 a 54 anos";180;165;345
"De 55 a 59 anos";165;158;323
"De 60 a 64 anos";126;134;260
"De 65 a 69 anos";112;101;213
"De 70 a 74 anos";93;67;160
"De 75 a 79 anos";51;41;92
"De 80 anos ou mais";56;52;108
"Total";3859;3730;7589
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

