 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353390 Olímpia
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1783;1703;3486
"De 5 a 9 anos";1774;1672;3446
"De 10 a 14 anos";1739;1663;3402
"De 15 a 19 anos";1789;1702;3491
"De 20 a 24 anos";2011;1866;3877
"De 25 a 29 anos";2277;2233;4510
"De 30 a 34 anos";2337;2254;4591
"De 35 a 39 anos";2074;2061;4135
"De 40 a 44 anos";1871;1839;3710
"De 45 a 49 anos";1736;1799;3535
"De 50 a 54 anos";1639;1723;3362
"De 55 a 59 anos";1490;1594;3084
"De 60 a 64 anos";1229;1390;2619
"De 65 a 69 anos";1019;1151;2170
"De 70 a 74 anos";737;854;1591
"De 75 a 79 anos";489;665;1154
"De 80 anos ou mais";570;922;1492
"Total";26564;27091;53655
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

