 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431630 Roque Gonzales
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";295;281;576
"De 5 a 9 anos";315;343;658
"De 10 a 14 anos";356;359;715
"De 15 a 19 anos";374;349;723
"De 20 a 24 anos";290;278;568
"De 25 a 29 anos";250;245;495
"De 30 a 34 anos";274;274;548
"De 35 a 39 anos";288;288;576
"De 40 a 44 anos";283;272;555
"De 45 a 49 anos";264;255;519
"De 50 a 54 anos";233;230;463
"De 55 a 59 anos";194;195;389
"De 60 a 64 anos";160;166;326
"De 65 a 69 anos";132;128;260
"De 70 a 74 anos";88;87;175
"De 75 a 79 anos";57;81;138
"De 80 anos ou mais";40;51;91
"Total";3893;3882;7775
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

