 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 316292 São Joaquim de Bicas
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1150;1091;2241
"De 5 a 9 anos";1057;951;2008
"De 10 a 14 anos";986;979;1965
"De 15 a 19 anos";1025;1000;2025
"De 20 a 24 anos";952;930;1882
"De 25 a 29 anos";756;764;1520
"De 30 a 34 anos";680;663;1343
"De 35 a 39 anos";586;624;1210
"De 40 a 44 anos";544;553;1097
"De 45 a 49 anos";431;426;857
"De 50 a 54 anos";343;330;673
"De 55 a 59 anos";281;243;524
"De 60 a 64 anos";208;210;418
"De 65 a 69 anos";164;190;354
"De 70 a 74 anos";125;116;241
"De 75 a 79 anos";93;90;183
"De 80 anos ou mais";28;50;78
"Total";9409;9210;18619
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

