 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353670 Pederneiras
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1721;1631;3352
"De 5 a 9 anos";1846;1760;3606
"De 10 a 14 anos";1754;1737;3491
"De 15 a 19 anos";1867;1780;3647
"De 20 a 24 anos";1897;1768;3665
"De 25 a 29 anos";1701;1663;3364
"De 30 a 34 anos";1516;1490;3006
"De 35 a 39 anos";1438;1381;2819
"De 40 a 44 anos";1331;1291;2622
"De 45 a 49 anos";1136;1088;2224
"De 50 a 54 anos";931;907;1838
"De 55 a 59 anos";728;703;1431
"De 60 a 64 anos";538;593;1131
"De 65 a 69 anos";447;533;980
"De 70 a 74 anos";349;403;752
"De 75 a 79 anos";265;335;600
"De 80 anos ou mais";174;265;439
"Total";19639;19328;38967
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

