 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 352030 Iguape
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1109;1043;2152
"De 5 a 9 anos";1300;1266;2566
"De 10 a 14 anos";1364;1321;2685
"De 15 a 19 anos";1229;1151;2380
"De 20 a 24 anos";957;969;1926
"De 25 a 29 anos";974;1009;1983
"De 30 a 34 anos";1010;1089;2099
"De 35 a 39 anos";1060;1035;2095
"De 40 a 44 anos";986;1005;1991
"De 45 a 49 anos";960;986;1946
"De 50 a 54 anos";922;834;1756
"De 55 a 59 anos";792;759;1551
"De 60 a 64 anos";668;637;1305
"De 65 a 69 anos";551;587;1138
"De 70 a 74 anos";468;471;939
"De 75 a 79 anos";291;320;611
"De 80 anos ou mais";261;328;589
"Total";14902;14810;29712
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

