 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 313170 Itabira
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";4075;3877;7952
"De 5 a 9 anos";4440;4280;8720
"De 10 a 14 anos";4764;4747;9511
"De 15 a 19 anos";4997;5067;10064
"De 20 a 24 anos";5192;5247;10439
"De 25 a 29 anos";4773;5070;9843
"De 30 a 34 anos";4124;4594;8718
"De 35 a 39 anos";3832;4323;8155
"De 40 a 44 anos";3730;4255;7985
"De 45 a 49 anos";3315;3749;7064
"De 50 a 54 anos";2731;3017;5748
"De 55 a 59 anos";2022;2297;4319
"De 60 a 64 anos";1493;1771;3264
"De 65 a 69 anos";1165;1414;2579
"De 70 a 74 anos";807;1118;1925
"De 75 a 79 anos";550;825;1375
"De 80 anos ou mais";498;872;1370
"Total";52508;56523;109031
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

