 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312710 Frutal
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2018;1949;3967
"De 5 a 9 anos";2086;2073;4159
"De 10 a 14 anos";2239;2241;4480
"De 15 a 19 anos";2388;2310;4698
"De 20 a 24 anos";2288;2151;4439
"De 25 a 29 anos";2012;1932;3944
"De 30 a 34 anos";1912;1950;3862
"De 35 a 39 anos";1858;1999;3857
"De 40 a 44 anos";1754;1815;3569
"De 45 a 49 anos";1469;1493;2962
"De 50 a 54 anos";1203;1209;2412
"De 55 a 59 anos";969;984;1953
"De 60 a 64 anos";792;808;1600
"De 65 a 69 anos";656;641;1297
"De 70 a 74 anos";491;477;968
"De 75 a 79 anos";346;372;718
"De 80 anos ou mais";248;293;541
"Total";24729;24697;49426
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

