 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291185 Heliópolis
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";740;712;1452
"De 5 a 9 anos";855;801;1656
"De 10 a 14 anos";817;767;1584
"De 15 a 19 anos";786;751;1537
"De 20 a 24 anos";655;601;1256
"De 25 a 29 anos";526;487;1013
"De 30 a 34 anos";482;463;945
"De 35 a 39 anos";425;412;837
"De 40 a 44 anos";325;341;666
"De 45 a 49 anos";261;310;571
"De 50 a 54 anos";270;275;545
"De 55 a 59 anos";253;234;487
"De 60 a 64 anos";208;201;409
"De 65 a 69 anos";174;166;340
"De 70 a 74 anos";129;112;241
"De 75 a 79 anos";105;109;214
"De 80 anos ou mais";107;112;219
"Total";7118;6854;13972
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

