 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260540 Feira Nova
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";979;948;1927
"De 5 a 9 anos";1055;1027;2082
"De 10 a 14 anos";1037;1004;2041
"De 15 a 19 anos";1089;1068;2157
"De 20 a 24 anos";978;999;1977
"De 25 a 29 anos";781;864;1645
"De 30 a 34 anos";631;677;1308
"De 35 a 39 anos";578;660;1238
"De 40 a 44 anos";493;616;1109
"De 45 a 49 anos";409;465;874
"De 50 a 54 anos";417;459;876
"De 55 a 59 anos";328;369;697
"De 60 a 64 anos";265;324;589
"De 65 a 69 anos";247;276;523
"De 70 a 74 anos";185;217;402
"De 75 a 79 anos";165;151;316
"De 80 anos ou mais";145;162;307
"Total";9782;10286;20068
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

