 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210637 Maranhãozinho
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";652;609;1261
"De 5 a 9 anos";697;665;1362
"De 10 a 14 anos";771;761;1532
"De 15 a 19 anos";847;787;1634
"De 20 a 24 anos";801;763;1564
"De 25 a 29 anos";691;669;1360
"De 30 a 34 anos";608;590;1198
"De 35 a 39 anos";511;495;1006
"De 40 a 44 anos";444;423;867
"De 45 a 49 anos";361;355;716
"De 50 a 54 anos";288;289;577
"De 55 a 59 anos";211;255;466
"De 60 a 64 anos";160;179;339
"De 65 a 69 anos";115;128;243
"De 70 a 74 anos";91;88;179
"De 75 a 79 anos";58;48;106
"De 80 anos ou mais";60;62;122
"Total";7366;7166;14532
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

