 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 350370 Ariranha
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";330;316;646
"De 5 a 9 anos";328;312;640
"De 10 a 14 anos";327;297;624
"De 15 a 19 anos";378;317;695
"De 20 a 24 anos";373;316;689
"De 25 a 29 anos";450;406;856
"De 30 a 34 anos";436;364;800
"De 35 a 39 anos";376;334;710
"De 40 a 44 anos";333;347;680
"De 45 a 49 anos";300;296;596
"De 50 a 54 anos";263;267;530
"De 55 a 59 anos";233;239;472
"De 60 a 64 anos";192;219;411
"De 65 a 69 anos";159;155;314
"De 70 a 74 anos";93;110;203
"De 75 a 79 anos";79;100;179
"De 80 anos ou mais";98;134;232
"Total";4748;4529;9277
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

