 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510263 Campo Novo do Parecis
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1358;1275;2633
"De 5 a 9 anos";1262;1208;2470
"De 10 a 14 anos";1309;1304;2613
"De 15 a 19 anos";1293;1277;2570
"De 20 a 24 anos";1412;1275;2687
"De 25 a 29 anos";1453;1295;2748
"De 30 a 34 anos";1372;1172;2544
"De 35 a 39 anos";1230;1037;2267
"De 40 a 44 anos";1058;873;1931
"De 45 a 49 anos";762;626;1388
"De 50 a 54 anos";537;397;934
"De 55 a 59 anos";337;256;593
"De 60 a 64 anos";202;159;361
"De 65 a 69 anos";125;114;239
"De 70 a 74 anos";79;60;139
"De 75 a 79 anos";43;31;74
"De 80 anos ou mais";29;38;67
"Total";13861;12397;26258
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

