 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330300 Miracema
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1136;1087;2223
"De 5 a 9 anos";1249;1211;2460
"De 10 a 14 anos";1234;1141;2375
"De 15 a 19 anos";1200;1206;2406
"De 20 a 24 anos";1192;1267;2459
"De 25 a 29 anos";1107;1120;2227
"De 30 a 34 anos";946;1001;1947
"De 35 a 39 anos";974;1014;1988
"De 40 a 44 anos";925;996;1921
"De 45 a 49 anos";808;843;1651
"De 50 a 54 anos";669;716;1385
"De 55 a 59 anos";520;619;1139
"De 60 a 64 anos";427;503;930
"De 65 a 69 anos";388;445;833
"De 70 a 74 anos";308;380;688
"De 75 a 79 anos";190;293;483
"De 80 anos ou mais";147;289;436
"Total";13420;14131;27551
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

