 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 352760 Luís Antônio
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";599;572;1171
"De 5 a 9 anos";595;544;1139
"De 10 a 14 anos";603;497;1100
"De 15 a 19 anos";671;528;1199
"De 20 a 24 anos";786;630;1416
"De 25 a 29 anos";779;656;1435
"De 30 a 34 anos";717;663;1380
"De 35 a 39 anos";644;578;1222
"De 40 a 44 anos";502;482;984
"De 45 a 49 anos";422;429;851
"De 50 a 54 anos";419;400;819
"De 55 a 59 anos";357;387;744
"De 60 a 64 anos";273;267;540
"De 65 a 69 anos";176;188;364
"De 70 a 74 anos";98;154;252
"De 75 a 79 anos";66;86;152
"De 80 anos ou mais";59;120;179
"Total";7766;7181;14947
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

