 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210130 Bacuri
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";819;793;1612
"De 5 a 9 anos";982;855;1837
"De 10 a 14 anos";1077;1019;2096
"De 15 a 19 anos";1111;999;2110
"De 20 a 24 anos";951;819;1770
"De 25 a 29 anos";778;704;1482
"De 30 a 34 anos";601;570;1171
"De 35 a 39 anos";477;487;964
"De 40 a 44 anos";416;444;860
"De 45 a 49 anos";340;408;748
"De 50 a 54 anos";327;355;682
"De 55 a 59 anos";267;293;560
"De 60 a 64 anos";236;258;494
"De 65 a 69 anos";196;180;376
"De 70 a 74 anos";167;182;349
"De 75 a 79 anos";134;144;278
"De 80 anos ou mais";145;164;309
"Total";9024;8674;17698
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

