 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 270480 Maribondo
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";745;721;1466
"De 5 a 9 anos";766;779;1545
"De 10 a 14 anos";758;702;1460
"De 15 a 19 anos";783;789;1572
"De 20 a 24 anos";734;786;1520
"De 25 a 29 anos";588;620;1208
"De 30 a 34 anos";469;477;946
"De 35 a 39 anos";382;490;872
"De 40 a 44 anos";364;382;746
"De 45 a 49 anos";301;359;660
"De 50 a 54 anos";280;307;587
"De 55 a 59 anos";234;288;522
"De 60 a 64 anos";196;254;450
"De 65 a 69 anos";175;209;384
"De 70 a 74 anos";115;150;265
"De 75 a 79 anos";84;108;192
"De 80 anos ou mais";97;128;225
"Total";7071;7549;14620
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

