 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150450 Melgaço
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1965;1850;3815
"De 5 a 9 anos";2017;1775;3792
"De 10 a 14 anos";1895;1627;3522
"De 15 a 19 anos";1754;1464;3218
"De 20 a 24 anos";1436;1215;2651
"De 25 a 29 anos";1150;997;2147
"De 30 a 34 anos";951;844;1795
"De 35 a 39 anos";745;661;1406
"De 40 a 44 anos";551;490;1041
"De 45 a 49 anos";431;352;783
"De 50 a 54 anos";301;267;568
"De 55 a 59 anos";242;208;450
"De 60 a 64 anos";208;140;348
"De 65 a 69 anos";134;98;232
"De 70 a 74 anos";88;76;164
"De 75 a 79 anos";53;45;98
"De 80 anos ou mais";81;73;154
"Total";14002;12182;26184
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

