 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 412370 Santa Isabel do Ivaí
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";236;225;461
"De 5 a 9 anos";247;229;476
"De 10 a 14 anos";257;224;481
"De 15 a 19 anos";269;236;505
"De 20 a 24 anos";289;280;569
"De 25 a 29 anos";321;292;613
"De 30 a 34 anos";315;281;596
"De 35 a 39 anos";316;281;597
"De 40 a 44 anos";259;286;545
"De 45 a 49 anos";290;328;618
"De 50 a 54 anos";323;341;664
"De 55 a 59 anos";309;330;639
"De 60 a 64 anos";250;244;494
"De 65 a 69 anos";191;218;409
"De 70 a 74 anos";148;172;320
"De 75 a 79 anos";122;128;250
"De 80 anos ou mais";157;168;325
"Total";4299;4263;8562
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

