 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 410970 Ibaiti
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1180;1106;2286
"De 5 a 9 anos";1271;1191;2462
"De 10 a 14 anos";1360;1269;2629
"De 15 a 19 anos";1339;1254;2593
"De 20 a 24 anos";1241;1209;2450
"De 25 a 29 anos";1173;1135;2308
"De 30 a 34 anos";1069;1068;2137
"De 35 a 39 anos";982;999;1981
"De 40 a 44 anos";1018;985;2003
"De 45 a 49 anos";899;931;1830
"De 50 a 54 anos";739;780;1519
"De 55 a 59 anos";645;663;1308
"De 60 a 64 anos";524;539;1063
"De 65 a 69 anos";410;419;829
"De 70 a 74 anos";321;331;652
"De 75 a 79 anos";216;230;446
"De 80 anos ou mais";193;224;417
"Total";14580;14333;28913
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

