 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 411030 Inajá
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";111;89;200
"De 5 a 9 anos";117;97;214
"De 10 a 14 anos";159;132;291
"De 15 a 19 anos";164;136;300
"De 20 a 24 anos";114;102;216
"De 25 a 29 anos";91;109;200
"De 30 a 34 anos";125;115;240
"De 35 a 39 anos";116;120;236
"De 40 a 44 anos";129;112;241
"De 45 a 49 anos";83;109;192
"De 50 a 54 anos";77;84;161
"De 55 a 59 anos";65;71;136
"De 60 a 64 anos";57;60;117
"De 65 a 69 anos";57;58;115
"De 70 a 74 anos";49;40;89
"De 75 a 79 anos";23;29;52
"De 80 anos ou mais";24;24;48
"Total";1561;1487;3048
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

