 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 240150 Barcelona
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";152;148;300
"De 5 a 9 anos";198;189;387
"De 10 a 14 anos";225;191;416
"De 15 a 19 anos";207;200;407
"De 20 a 24 anos";189;165;354
"De 25 a 29 anos";165;139;304
"De 30 a 34 anos";139;131;270
"De 35 a 39 anos";126;131;257
"De 40 a 44 anos";140;128;268
"De 45 a 49 anos";100;102;202
"De 50 a 54 anos";81;81;162
"De 55 a 59 anos";78;80;158
"De 60 a 64 anos";66;73;139
"De 65 a 69 anos";66;64;130
"De 70 a 74 anos";49;55;104
"De 75 a 79 anos";38;39;77
"De 80 anos ou mais";64;58;122
"Total";2083;1974;4057
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

