 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431250 Mostardas
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";419;360;779
"De 5 a 9 anos";477;487;964
"De 10 a 14 anos";567;528;1095
"De 15 a 19 anos";543;491;1034
"De 20 a 24 anos";465;443;908
"De 25 a 29 anos";378;405;783
"De 30 a 34 anos";390;337;727
"De 35 a 39 anos";406;426;832
"De 40 a 44 anos";471;464;935
"De 45 a 49 anos";475;471;946
"De 50 a 54 anos";459;366;825
"De 55 a 59 anos";368;348;716
"De 60 a 64 anos";301;241;542
"De 65 a 69 anos";235;199;434
"De 70 a 74 anos";138;175;313
"De 75 a 79 anos";106;145;251
"De 80 anos ou mais";118;172;290
"Total";6316;6058;12374
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

