 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210340 Coelho Neto
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2950;2824;5774
"De 5 a 9 anos";2816;2792;5608
"De 10 a 14 anos";2834;2826;5660
"De 15 a 19 anos";2796;2700;5496
"De 20 a 24 anos";2110;2045;4155
"De 25 a 29 anos";1405;1484;2889
"De 30 a 34 anos";1230;1329;2559
"De 35 a 39 anos";1151;1262;2413
"De 40 a 44 anos";1033;1135;2168
"De 45 a 49 anos";883;937;1820
"De 50 a 54 anos";737;682;1419
"De 55 a 59 anos";568;585;1153
"De 60 a 64 anos";442;521;963
"De 65 a 69 anos";372;353;725
"De 70 a 74 anos";233;236;469
"De 75 a 79 anos";142;210;352
"De 80 anos ou mais";189;219;408
"Total";21891;22140;44031
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

