 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520995 Indiara
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";610;584;1194
"De 5 a 9 anos";582;572;1154
"De 10 a 14 anos";556;524;1080
"De 15 a 19 anos";598;575;1173
"De 20 a 24 anos";703;660;1363
"De 25 a 29 anos";706;669;1375
"De 30 a 34 anos";731;631;1362
"De 35 a 39 anos";616;600;1216
"De 40 a 44 anos";585;562;1147
"De 45 a 49 anos";516;538;1054
"De 50 a 54 anos";449;491;940
"De 55 a 59 anos";347;369;716
"De 60 a 64 anos";281;270;551
"De 65 a 69 anos";235;236;471
"De 70 a 74 anos";185;154;339
"De 75 a 79 anos";133;101;234
"De 80 anos ou mais";147;95;242
"Total";7980;7631;15611
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

