 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320245 Ibatiba
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1023;1093;2116
"De 5 a 9 anos";979;992;1971
"De 10 a 14 anos";1164;997;2161
"De 15 a 19 anos";1176;1034;2210
"De 20 a 24 anos";1002;943;1945
"De 25 a 29 anos";817;841;1658
"De 30 a 34 anos";693;688;1381
"De 35 a 39 anos";633;634;1267
"De 40 a 44 anos";545;556;1101
"De 45 a 49 anos";492;456;948
"De 50 a 54 anos";359;348;707
"De 55 a 59 anos";335;295;630
"De 60 a 64 anos";241;225;466
"De 65 a 69 anos";187;236;423
"De 70 a 74 anos";161;153;314
"De 75 a 79 anos";118;131;249
"De 80 anos ou mais";64;74;138
"Total";9989;9696;19685
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

