 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314310 Monte Carmelo
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1886;1799;3685
"De 5 a 9 anos";2130;2061;4191
"De 10 a 14 anos";2074;2056;4130
"De 15 a 19 anos";2229;2050;4279
"De 20 a 24 anos";2196;2017;4213
"De 25 a 29 anos";2114;1961;4075
"De 30 a 34 anos";1915;1864;3779
"De 35 a 39 anos";1893;1832;3725
"De 40 a 44 anos";1710;1665;3375
"De 45 a 49 anos";1382;1340;2722
"De 50 a 54 anos";1072;1057;2129
"De 55 a 59 anos";848;837;1685
"De 60 a 64 anos";598;640;1238
"De 65 a 69 anos";483;522;1005
"De 70 a 74 anos";317;371;688
"De 75 a 79 anos";207;275;482
"De 80 anos ou mais";153;210;363
"Total";23207;22557;45764
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

