 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320515 Vila Pavão
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";398;352;750
"De 5 a 9 anos";411;411;822
"De 10 a 14 anos";435;458;893
"De 15 a 19 anos";441;445;886
"De 20 a 24 anos";425;397;822
"De 25 a 29 anos";375;346;721
"De 30 a 34 anos";362;311;673
"De 35 a 39 anos";345;297;642
"De 40 a 44 anos";290;263;553
"De 45 a 49 anos";233;197;430
"De 50 a 54 anos";172;161;333
"De 55 a 59 anos";139;136;275
"De 60 a 64 anos";127;119;246
"De 65 a 69 anos";105;100;205
"De 70 a 74 anos";77;75;152
"De 75 a 79 anos";59;68;127
"De 80 anos ou mais";39;40;79
"Total";4433;4176;8609
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

