 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330270 Maricá
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";4075;3960;8035
"De 5 a 9 anos";4556;4237;8793
"De 10 a 14 anos";5317;4919;10236
"De 15 a 19 anos";5008;4888;9896
"De 20 a 24 anos";4656;4775;9431
"De 25 a 29 anos";5096;5472;10568
"De 30 a 34 anos";5117;5515;10632
"De 35 a 39 anos";5034;5424;10458
"De 40 a 44 anos";4799;4814;9613
"De 45 a 49 anos";4545;4816;9361
"De 50 a 54 anos";4304;4344;8648
"De 55 a 59 anos";3509;3952;7461
"De 60 a 64 anos";2971;2951;5922
"De 65 a 69 anos";1946;2121;4067
"De 70 a 74 anos";1409;1502;2911
"De 75 a 79 anos";873;1070;1943
"De 80 anos ou mais";731;1252;1983
"Total";63946;66012;129958
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

